Learning Area,Element,Sub-element,Progression level,Progression level name / stage name,Subheading,Indicator ID,Indicator order,Indicator text (verbatim),Indicator text (no examples),Example / elaboration,Relevant – Foundation,Relevant – Year 1,Relevant – Year 2,Relevant – Year 3,Relevant – Year 4,Relevant – Year 5,Relevant – Year 6,Relevant – Year 7,Relevant – Year 8,Relevant – Year 9,Relevant – Year 10
Literacy,Writing,Creating texts,Level 11,,Vocabulary,LP9-W-CT-Level11-08,8,"uses complex abstractions (e.g. ""economic"", ""sociocultural"")",uses complex abstractions,"e.g. ""economic"", ""sociocultural""",,,,,,,,,,Yes,Yes
Literacy,Writing,Creating texts,Level 11,,Crafting ideas,LP9-W-CT-Level11-09,9,"creates sustained, robust arguments on complex learning area topics (e.g. ""Should bushrangers be afforded hero status?"")","creates sustained, robust arguments on complex learning area topics","e.g. ""Should bushrangers be afforded hero status?""",,,,,,,,,,Yes,Yes
Literacy,Writing,Creating texts,Level 11,,Crafting ideas,LP9-W-CT-Level11-10,10,"uses structural features flexibly to organise ideas strategically (e.g. includes a defined, cogent summation or call to action)",uses structural features flexibly to organise ideas strategically,"e.g. includes a defined, cogent summation or call to action",,,,,,,,,,Yes,Yes
Literacy,Writing,Creating texts,Level 11,,Crafting ideas,LP9-W-CT-Level11-11,11,uses citation and referencing from authoritative sources,uses citation and referencing from authoritative sources,,,,,,,,,,,Yes,Yes
Literacy,Writing,Creating texts,Level 11,,Crafting ideas,LP9-W-CT-Level11-12,12,"anticipates reader knowledge and possible bias and accommodates these in development of arguments (e.g. ""you may have thought that …"")",anticipates reader knowledge and possible bias and accommodates these in development of arguments,"e.g. ""you may have thought that …""",,,,,,,,,,Yes,Yes
Literacy,Writing,Creating texts,Level 11,,Crafting ideas,LP9-W-CT-Level11-13,13,positions the reader effectively by providing a clear thesis and relevant context (e.g. by previewing the arguments),positions the reader effectively by providing a clear thesis and relevant context,e.g. by previewing the arguments,,,,,,,,,,Yes,Yes
Literacy,Writing,Creating texts,Level 11,,Crafting ideas,LP9-W-CT-Level11-14,14,strategically selects visual and audio resources to position the reader/viewer (e.g. a video clip of an authoritative source),strategically selects visual and audio resources to position the reader/viewer,e.g. a video clip of an authoritative source,,,,,,,,,,Yes,Yes
Literacy,Writing,Creating texts,Level 11,,Text forms and features,LP9-W-CT-Level11-15,15,"uses sophisticated evaluative language devices such as allusion, evocative vocabulary and extended metaphor","uses sophisticated evaluative language devices such as allusion, evocative vocabulary and extended metaphor",,,,,,,,,,,Yes,Yes
Literacy,Writing,Creating texts,Level 11,,Vocabulary,LP9-W-CT-Level11-16,16,"uses vocabulary for precision (e.g. ""the underwhelming performance of the opening batters"")",uses vocabulary for precision,"e.g. ""the underwhelming performance of the opening batters""",,,,,,,,,,Yes,Yes
Literacy,Writing,Creating texts,Level 11,,Crafting ideas,LP9-W-CT-Level11-17,17,creates sustained texts that develop more abstract themes or concepts in imaginative ways,creates sustained texts that develop more abstract themes or concepts in imaginative ways,,,,,,,,,,,Yes,Yes
Literacy,Writing,Creating texts,Level 11,,Crafting ideas,LP9-W-CT-Level11-18,18,uses structural features flexibly to organise ideas strategically (e.g. deliberate repetition to reinforce a point or create a rhythmic flow),uses structural features flexibly to organise ideas strategically,e.g. deliberate repetition to reinforce a point or create a rhythmic flow,,,,,,,,,,Yes,Yes
Literacy,Writing,Creating texts,Level 11,,Crafting ideas,LP9-W-CT-Level11-19,19,develops an imaginative text around a theme or social issue,develops an imaginative text around a theme or social issue,,,,,,,,,,,Yes,Yes
Literacy,Writing,Creating texts,Level 11,,Text forms and features,LP9-W-CT-Level11-20,20,uses stylistic features for effect (e.g. narrates from an omniscient point of view),uses stylistic features for effect,e.g. narrates from an omniscient point of view,,,,,,,,,,Yes,Yes
Literacy,Writing,Creating texts,Level 11,,Text forms and features,LP9-W-CT-Level11-21,21,uses recurring imagery for cohesion,uses recurring imagery for cohesion,,,,,,,,,,,Yes,Yes
Literacy,Writing,Creating texts,Level 11,,Text forms and features,LP9-W-CT-Level11-22,22,"uses language to create humour (e.g. irony, satire)",uses language to create humour,"e.g. irony, satire",,,,,,,,,,Yes,Yes
Literacy,Writing,Creating texts,Level 11,,Text forms and features,LP9-W-CT-Level11-23,23,"uses complementary noun and verb groups (e.g. ""Through narrowed eyes she scrutinised the haggard face."") (see Grammar)","uses complementary noun and verb groups (e.g. ""Through narrowed eyes she scrutinised the haggard face."") (see Grammar)",,,,,,,,,,,Yes,Yes
Literacy,Writing,Creating texts,Level 11,,Vocabulary,LP9-W-CT-Level11-24,24,"uses vocabulary for precision (e.g. ""shrouded"" for ""covered"")",uses vocabulary for precision,"e.g. ""shrouded"" for ""covered""",,,,,,,,,,Yes,Yes
Literacy,Writing,Creating texts,Level 11,,Vocabulary,LP9-W-CT-Level11-25,25,"uses figurative language to create subtle and complex meaning (e.g. ""offering a silent prayer to the deaf sky"")",uses figurative language to create subtle and complex meaning,"e.g. ""offering a silent prayer to the deaf sky""",,,,,,,,,,Yes,Yes
Literacy,Writing,Creating texts,Level 11,,Generic indicators,LP9-W-CT-Level11-26,26,spells a range of challenging words correctly (see Spelling),spells a range of challenging words correctly (see Spelling),,,,,,,,,,,Yes,Yes
Literacy,Writing,Grammar,Level 1,,Group and word level,LP9-W-GRAM-Level1-01,1,"represents people, animals, places and things using words or phrases such as nouns or basic noun groups as labels (e.g. ""my house"")","represents people, animals, places and things using words or phrases such as nouns or basic noun groups as labels","e.g. ""my house""",Yes,,,,,,,,,,
Literacy,Writing,Grammar,Level 2,,Whole text level,LP9-W-GRAM-Level2-01,1,"writes sentence fragments or short, simple sentences using subject-verb and subject-verb-object structure (e.g. ""I play soccer"")","writes sentence fragments or short, simple sentences using subject-verb and subject-verb-object structure","e.g. ""I play soccer""",Yes,Yes,,,,,,,,,
Literacy,Writing,Grammar,Level 2,,Group and word level,LP9-W-GRAM-Level2-02,2,"uses regular plural nouns correctly (e.g. ""dog"", ""dogs"")",uses regular plural nouns correctly,"e.g. ""dog"", ""dogs""",Yes,Yes,,,,,,,,,
Literacy,Writing,Grammar,Level 2,,Group and word level,LP9-W-GRAM-Level2-03,3,"represents processes using a small range of verbs (e.g. relating verbs – ""is"", ""are""; action verbs – ""ran"")",represents processes using a small range of verbs,"e.g. relating verbs – ""is"", ""are""; action verbs – ""ran""",Yes,Yes,,,,,,,,,
Literacy,Writing,Grammar,Level 2,,Group and word level,LP9-W-GRAM-Level2-04,4,"writes common prepositional phrases to indicate time and place (e.g. ""in the morning"", ""to the shops"")",writes common prepositional phrases to indicate time and place,"e.g. ""in the morning"", ""to the shops""",Yes,Yes,,,,,,,,,
Literacy,Writing,Grammar,Level 2,,Grammatical accuracy,LP9-W-GRAM-Level2-05,5,"writes sentence fragments (e.g. ""me and my dog"") with inconsistencies in subject-verb agreement (e.g. ""he play"")","writes sentence fragments (e.g. ""me and my dog"") with inconsistencies in subject-verb agreement","e.g. ""he play""",Yes,Yes,Yes,Yes,,,,,,,
Literacy,Writing,Grammar,Level 3,,Grammatical accuracy,LP9-W-GRAM-Level3-01,1,"uses articles a, an and the with varying accuracy (e.g. ""a dog"", ""a apple"")","uses articles a, an and the with varying accuracy","e.g. ""a dog"", ""a apple""",,Yes,Yes,Yes,,,,,,,
Literacy,Writing,Grammar,Level 3,,Grammatical accuracy,LP9-W-GRAM-Level3-02,2,"writes comprehensible sentences that contain some misuse of prepositions (e.g. ""mine is different than/then yours""), pronouns (e.g. ""me and him went swimming"") and adverbs (e.g. ""we walked quick"")","writes comprehensible sentences that contain some misuse of prepositions (e.g. ""mine is different than/then yours""), pronouns (e.g. ""me and him went swimming"") and adverbs","e.g. ""we walked quick""",,Yes,Yes,Yes,,,,,,,
Literacy,Writing,Grammar,Level 3,,Group and word level,LP9-W-GRAM-Level3-03,3,"uses pronouns to represent participants (e.g. ""she"", ""we"", ""them"")",uses pronouns to represent participants,"e.g. ""she"", ""we"", ""them""",,Yes,Yes,Yes,,,,,,,
Literacy,Writing,Grammar,Level 3,,Group and word level,LP9-W-GRAM-Level3-04,4,"uses a small range of adjectives to build description in basic noun groups (e.g. ""the little dog"")",uses a small range of adjectives to build description in basic noun groups,"e.g. ""the little dog""",,Yes,Yes,Yes,,,,,,,
Literacy,Writing,Grammar,Level 3,,Group and word level,LP9-W-GRAM-Level3-05,5,uses common and proper nouns,uses common and proper nouns,,,Yes,Yes,Yes,,,,,,,
Literacy,Writing,Grammar,Level 3,,Group and word level,LP9-W-GRAM-Level3-06,6,"uses single verbs or simple verb groups with subject-verb agreement (e.g. ""they are playing"")",uses single verbs or simple verb groups with subject-verb agreement,"e.g. ""they are playing""",,Yes,Yes,Yes,,,,,,,
Literacy,Writing,Grammar,Level 3,,Group and word level,LP9-W-GRAM-Level3-07,7,"uses predominantly simple present, continuous and past tense to represent processes (e.g. ""I play"", ""I am playing"", ""I played"")","uses predominantly simple present, continuous and past tense to represent processes","e.g. ""I play"", ""I am playing"", ""I played""",,Yes,Yes,Yes,,,,,,,
Literacy,Writing,Grammar,Level 3,,Sentence level,LP9-W-GRAM-Level3-08,8,writes coherent simple sentences to express an idea or event,writes coherent simple sentences to express an idea or event,,,Yes,Yes,Yes,,,,,,,
Literacy,Writing,Grammar,Level 3,,Whole text level,LP9-W-GRAM-Level3-09,9,sequences sentences to reflect a logical flow of ideas,sequences sentences to reflect a logical flow of ideas,,,Yes,Yes,Yes,,,,,,,
Literacy,Writing,Grammar,Level 3,,Whole text level,LP9-W-GRAM-Level3-10,10,"uses common cohesive devices such as simple pronoun reference when the referent is close to the pronoun (e.g. ""I have a bird. It can talk."")",uses common cohesive devices such as simple pronoun reference when the referent is close to the pronoun,"e.g. ""I have a bird. It can talk.""",,Yes,Yes,Yes,,,,,,,
Literacy,Writing,Grammar,Level 3,,Whole text level,LP9-W-GRAM-Level3-11,11,"uses basic text connectives repetitively (e.g. ""and"", ""then"")",uses basic text connectives repetitively,"e.g. ""and"", ""then""",,Yes,Yes,Yes,,,,,,,
Literacy,Writing,Grammar,Level 4,,Grammatical accuracy,LP9-W-GRAM-Level4-01,1,"writes comprehensible sentences that may contain inaccuracies such as misuse of prepositions (e.g. ""they should of waited"") and past tense irregular verbs (e.g. ""he goed to the shop"")","writes comprehensible sentences that may contain inaccuracies such as misuse of prepositions (e.g. ""they should of waited"") and past tense irregular verbs","e.g. ""he goed to the shop""",,,,Yes,Yes,,,,,,
Literacy,Writing,Grammar,Level 4,,Group and word level,LP9-W-GRAM-Level4-02,2,"uses simple adverbials to give details such as time, place and manner (e.g. ""in the afternoon"", ""nearby"", ""quickly"")","uses simple adverbials to give details such as time, place and manner","e.g. ""in the afternoon"", ""nearby"", ""quickly""",,,,Yes,Yes,,,,,,
Literacy,Writing,Grammar,Level 4,,Group and word level,LP9-W-GRAM-Level4-03,3,"uses simple present, past and future tenses accurately to represent processes","uses simple present, past and future tenses accurately to represent processes",,,,,Yes,Yes,,,,,,
Literacy,Writing,Grammar,Level 4,,Group and word level,LP9-W-GRAM-Level4-04,4,"uses adjectives in noun groups/phrases to build more accurate descriptions of participants (e.g. ""the spotted dog"")",uses adjectives in noun groups/phrases to build more accurate descriptions of participants,"e.g. ""the spotted dog""",,,,Yes,Yes,,,,,,
Literacy,Writing,Grammar,Level 4,,Group and word level,LP9-W-GRAM-Level4-05,5,"uses a broader range of prepositions to indicate direction or position (e.g. ""across"", ""towards"", ""through"")",uses a broader range of prepositions to indicate direction or position,"e.g. ""across"", ""towards"", ""through""",,,,Yes,Yes,,,,,,
Literacy,Writing,Grammar,Level 4,,Group and word level,LP9-W-GRAM-Level4-06,6,"uses articles accurately (e.g. ""a"", ""an"", ""the"")",uses articles accurately,"e.g. ""a"", ""an"", ""the""",,,,Yes,Yes,,,,,,
Literacy,Writing,Grammar,Level 4,,Sentence level,LP9-W-GRAM-Level4-07,7,writes simple sentences correctly,writes simple sentences correctly,,,,,Yes,Yes,,,,,,
Literacy,Writing,Grammar,Level 4,,Sentence level,LP9-W-GRAM-Level4-08,8,"writes compound sentences to make connections between ideas using coordinating conjunctions (e.g. ""and"", ""but"", ""so"")",writes compound sentences to make connections between ideas using coordinating conjunctions,"e.g. ""and"", ""but"", ""so""",,,,Yes,Yes,,,,,,
Literacy,Writing,Grammar,Level 4,,Whole text level,LP9-W-GRAM-Level4-09,9,writes a few sentences about a related idea,writes a few sentences about a related idea,,,,,Yes,Yes,,,,,,
Literacy,Writing,Grammar,Level 4,,Whole text level,LP9-W-GRAM-Level4-10,10,groups related ideas into paragraphs,groups related ideas into paragraphs,,,,,Yes,Yes,,,,,,
Literacy,Writing,Grammar,Level 5,,Grammatical accuracy,LP9-W-GRAM-Level5-01,1,"writes generally accurate simple, compound and complex sentences with few run-on sentences and dangling clauses (e.g. ""Because he was afraid."")","writes generally accurate simple, compound and complex sentences with few run-on sentences and dangling clauses","e.g. ""Because he was afraid.""",,,,,Yes,Yes,Yes,,,,
Literacy,Writing,Grammar,Level 5,,Group and word level,LP9-W-GRAM-Level5-02,2,"uses a wide range of verbs and verb groups (e.g. uses thinking, feeling and perceiving verbs to represent inner processes; uses saying verbs to represent interaction)",uses a wide range of verbs and verb groups,"e.g. uses thinking, feeling and perceiving verbs to represent inner processes; uses saying verbs to represent interaction",,,,,Yes,Yes,Yes,,,,
Literacy,Writing,Grammar,Level 5,,Group and word level,LP9-W-GRAM-Level5-03,3,employs a range of tenses to represent processes,employs a range of tenses to represent processes,,,,,,Yes,Yes,Yes,,,,
Literacy,Writing,Grammar,Level 5,,Group and word level,LP9-W-GRAM-Level5-04,4,maintains subject-verb agreement in simple and compound sentences,maintains subject-verb agreement in simple and compound sentences,,,,,,Yes,Yes,Yes,,,,
Literacy,Writing,Grammar,Level 5,,Group and word level,LP9-W-GRAM-Level5-05,5,"uses adjectives in noun groups/phrases to include details of participants, give opinion and classify (e.g. ""that naughty, little cattle dog"")","uses adjectives in noun groups/phrases to include details of participants, give opinion and classify","e.g. ""that naughty, little cattle dog""",,,,,Yes,Yes,Yes,,,,
Literacy,Writing,Grammar,Level 5,,Group and word level,LP9-W-GRAM-Level5-06,6,"uses adverbials to present more surrounding details for time, place, manner and reason","uses adverbials to present more surrounding details for time, place, manner and reason",,,,,,Yes,Yes,Yes,,,,
Literacy,Writing,Grammar,Level 5,,Sentence level,LP9-W-GRAM-Level5-07,7,"writes simple and compound sentences correctly including a range of sentence types (e.g. command, question, exclamation)",writes simple and compound sentences correctly including a range of sentence types,"e.g. command, question, exclamation",,,,,Yes,Yes,Yes,,,,
Literacy,Writing,Grammar,Level 5,,Sentence level,LP9-W-GRAM-Level5-08,8,"writes complex sentences using conjunctions (e.g. ""when"", ""because"")",writes complex sentences using conjunctions,"e.g. ""when"", ""because""",,,,,Yes,Yes,Yes,,,,
Literacy,Writing,Grammar,Level 5,,Whole text level,LP9-W-GRAM-Level5-09,9,"uses cohesive devices (e.g. word groups – repetition, synonyms and antonyms; signposting devices – headings and subheadings; text connectives – ""however"", ""on the other hand"", ""therefore"")",uses cohesive devices,"e.g. word groups – repetition, synonyms and antonyms; signposting devices – headings and subheadings; text connectives – ""however"", ""on the other hand"", ""therefore""",,,,,Yes,Yes,Yes,,,,
Literacy,Writing,Grammar,Level 5,,Whole text level,LP9-W-GRAM-Level5-10,10,"uses determiners to support cohesion (e.g. ""this hat"", ""those apples"")",uses determiners to support cohesion,"e.g. ""this hat"", ""those apples""",,,,,Yes,Yes,Yes,,,,
Literacy,Writing,Grammar,Level 5,,Whole text level,LP9-W-GRAM-Level5-11,11,uses well-structured paragraphs with topic sentences,uses well-structured paragraphs with topic sentences,,,,,,Yes,Yes,Yes,,,,
Literacy,Writing,Grammar,Level 6,,Grammatical accuracy,LP9-W-GRAM-Level6-01,1,"makes few grammatical errors, such as inappropriate tense selections or lack of agreement between subject and verb","makes few grammatical errors, such as inappropriate tense selections or lack of agreement between subject and verb",,,,,,,,Yes,Yes,,,
Literacy,Writing,Grammar,Level 6,,Group and word level,LP9-W-GRAM-Level6-02,2,"uses an extended range of verbs and verb groups for a particular effect (e.g. characterisation - ""howls"", ""was trembling""; and expressing causality – ""results in"")",uses an extended range of verbs and verb groups for a particular effect,"e.g. characterisation - ""howls"", ""was trembling""; and expressing causality – ""results in""",,,,,,,Yes,Yes,,,
Literacy,Writing,Grammar,Level 6,,Group and word level,LP9-W-GRAM-Level6-03,3,"adjusts tense in a text if required (e.g. uses simple present tense to represent ""timeless"" happenings (e.g. ""bears hibernate in winter"") and uses continuous present tense when referring to an ongoing event (e.g. ""bears are becoming extinct"")","adjusts tense in a text if required (e.g. uses simple present tense to represent ""timeless"" happenings (e.g. ""bears hibernate in winter"") and uses continuous present tense when referring to an ongoing event","e.g. ""bears are becoming extinct""",,,,,,,Yes,Yes,,,
Literacy,Writing,Grammar,Level 6,,Group and word level,LP9-W-GRAM-Level6-04,4,"creates elaborated noun groups to build richer description by extending the noun group/phrase (e.g. ""that naughty, little cattle dog, with the crooked tail, that ran away last week"")",creates elaborated noun groups to build richer description by extending the noun group/phrase,"e.g. ""that naughty, little cattle dog, with the crooked tail, that ran away last week""",,,,,,,Yes,Yes,,,
Literacy,Writing,Grammar,Level 6,,Group and word level,LP9-W-GRAM-Level6-05,5,"uses possessive pronouns (e.g. ""his"", ""hers"", ""theirs"") and relative pronouns (e.g. ""who"", ""which"", ""whom"")","uses possessive pronouns (e.g. ""his"", ""hers"", ""theirs"") and relative pronouns","e.g. ""who"", ""which"", ""whom""",,,,,,,Yes,Yes,,,
Literacy,Writing,Grammar,Level 6,,Group and word level,LP9-W-GRAM-Level6-06,6,"uses adverbials to represent a greater range of circumstances (e.g. time – ""subsequently""; place – ""in their environment""; manner – ""excitedly""; reason – ""due to several factors"")",uses adverbials to represent a greater range of circumstances,"e.g. time – ""subsequently""; place – ""in their environment""; manner – ""excitedly""; reason – ""due to several factors""",,,,,,,Yes,Yes,,,
Literacy,Writing,Grammar,Level 6,,Sentence level,LP9-W-GRAM-Level6-07,7,"selects simple, compound and complex sentences to express and connect ideas, occasionally manipulating the structure for emphasis, clarity or effect","selects simple, compound and complex sentences to express and connect ideas, occasionally manipulating the structure for emphasis, clarity or effect",,,,,,,,Yes,Yes,,,
Literacy,Writing,Grammar,Level 6,,Sentence level,LP9-W-GRAM-Level6-08,8,"uses subordinating conjunctions (e.g. ""even though"" in ""Even though a storm was predicted, the search and rescue mission still went ahead."")",uses subordinating conjunctions,"e.g. ""even though"" in ""Even though a storm was predicted, the search and rescue mission still went ahead.""",,,,,,,Yes,Yes,,,
Literacy,Writing,Grammar,Level 6,,Whole text level,LP9-W-GRAM-Level6-09,9,"uses cohesive devices to alert the reader about how the text is unfolding (e.g. foreshadowing the key points at the beginning, reinforcing the key points with topic sentences, and linking back to key points in the conclusion)",uses cohesive devices to alert the reader about how the text is unfolding,"e.g. foreshadowing the key points at the beginning, reinforcing the key points with topic sentences, and linking back to key points in the conclusion",,,,,,,Yes,Yes,Yes,,
Literacy,Writing,Grammar,Level 7,,Grammatical accuracy,LP9-W-GRAM-Level7-01,1,"writes well-structured texts, rarely making grammatical errors","writes well-structured texts, rarely making grammatical errors",,,,,,,,,Yes,Yes,,
Literacy,Writing,Grammar,Level 7,,Group and word level,LP9-W-GRAM-Level7-02,2,"presents elaborated verb groups that capture nuances and complex expressions of time and probability (e.g. ""he was thought to have been arriving late""; ""the errors could be attributed to faulty equipment"")",presents elaborated verb groups that capture nuances and complex expressions of time and probability,"e.g. ""he was thought to have been arriving late""; ""the errors could be attributed to faulty equipment""",,,,,,,,Yes,Yes,,
Literacy,Writing,Grammar,Level 7,,Group and word level,LP9-W-GRAM-Level7-03,3,"selects from succinct noun groups/phrases through to highly elaborated noun groups/phrases for effect, clarity or complexity of description","selects from succinct noun groups/phrases through to highly elaborated noun groups/phrases for effect, clarity or complexity of description",,,,,,,,,Yes,Yes,,
Literacy,Writing,Grammar,Level 7,,Group and word level,LP9-W-GRAM-Level7-04,4,uses nominalisations to create concise noun groups/phrases,uses nominalisations to create concise noun groups/phrases,,,,,,,,,Yes,Yes,,
Literacy,Writing,Grammar,Level 7,,Group and word level,LP9-W-GRAM-Level7-05,5,"intentionally uses a wide array of adverbials to represent a greater variety of circumstances (e.g. ""with whom?"" ""to what extent?"" ""how much?"" ""in what role?"" ""by what means?"" ""in what manner?"" ""compared to what?"")",intentionally uses a wide array of adverbials to represent a greater variety of circumstances,"e.g. ""with whom?"" ""to what extent?"" ""how much?"" ""in what role?"" ""by what means?"" ""in what manner?"" ""compared to what?""",,,,,,,,Yes,Yes,,
Literacy,Writing,Grammar,Level 7,,Group and word level,LP9-W-GRAM-Level7-06,6,maintains subject-verb agreement in complex sentences,maintains subject-verb agreement in complex sentences,,,,,,,,,Yes,Yes,,
Literacy,Writing,Grammar,Level 7,,Sentence level,LP9-W-GRAM-Level7-07,7,"crafts both compact and lengthy sentences with challenging structures, such as embedded/relative clauses, non-finite clauses, interrupting clauses, nominalisations, passive voice","crafts both compact and lengthy sentences with challenging structures, such as embedded/relative clauses, non-finite clauses, interrupting clauses, nominalisations, passive voice",,,,,,,,,Yes,Yes,,
Literacy,Writing,Grammar,Level 7,,Sentence level,LP9-W-GRAM-Level7-08,8,"makes more sophisticated connections between ideas by creating complex sentences expressing relationships of cause, reason, concession","makes more sophisticated connections between ideas by creating complex sentences expressing relationships of cause, reason, concession",,,,,,,,,Yes,Yes,,
Literacy,Writing,Grammar,Level 7,,Whole text level,LP9-W-GRAM-Level7-09,9,"uses a wide range of cohesive devices such as text connectives that link sentences and paragraphs, and patterns of meaning (e.g. part–whole, class–subclass, compare–contrast, cause and effect)","uses a wide range of cohesive devices such as text connectives that link sentences and paragraphs, and patterns of meaning","e.g. part–whole, class–subclass, compare–contrast, cause and effect",,,,,,,,Yes,Yes,,
Literacy,Writing,Punctuation,Level 1,,,LP9-W-PUNC-Level1-01,1,identifies capital letters in familiar words (e.g. identifies capital letter in own name),identifies capital letters in familiar words,e.g. identifies capital letter in own name,Yes,,,,,,,,,,
Literacy,Writing,Punctuation,Level 1,,,LP9-W-PUNC-Level1-02,2,identifies full stops,identifies full stops,,Yes,,,,,,,,,,
Literacy,Writing,Punctuation,Level 2,,,LP9-W-PUNC-Level2-01,1,"writes basic sentence boundary punctuation (e.g. capital letter at beginning, full stop at end)",writes basic sentence boundary punctuation,"e.g. capital letter at beginning, full stop at end",Yes,,,,,,,,,,
Literacy,Writing,Punctuation,Level 2,,,LP9-W-PUNC-Level2-02,2,writes capital letters for familiar names,writes capital letters for familiar names,,Yes,,,,,,,,,,
Literacy,Writing,Punctuation,Level 2,,,LP9-W-PUNC-Level2-03,3,writes capital letters for some proper nouns,writes capital letters for some proper nouns,,Yes,,,,,,,,,,
Literacy,Writing,Punctuation,Level 3,,,LP9-W-PUNC-Level3-01,1,uses sentence boundary punctuation including question marks or exclamation marks,uses sentence boundary punctuation including question marks or exclamation marks,,,Yes,,,,,,,,,
Literacy,Writing,Punctuation,Level 3,,,LP9-W-PUNC-Level3-02,2,"writes capital letters for proper nouns (e.g. days of the week, addresses)",writes capital letters for proper nouns,"e.g. days of the week, addresses",,Yes,,,,,,,,,
Literacy,Writing,Punctuation,Level 4,,,LP9-W-PUNC-Level4-01,1,"uses commas in lists of nouns (e.g. ""add the sugar, lemon, water and juice"")",uses commas in lists of nouns,"e.g. ""add the sugar, lemon, water and juice""",,,Yes,Yes,,,,,,,
Literacy,Writing,Punctuation,Level 4,,,LP9-W-PUNC-Level4-02,2,"uses apostrophes for regular single possessives (e.g. ""girl’s"")",uses apostrophes for regular single possessives,"e.g. ""girl’s""",,,Yes,Yes,,,,,,,
Literacy,Writing,Punctuation,Level 4,,,LP9-W-PUNC-Level4-03,3,"capitalises key events, geographic names, titles (e.g. ""Easter"", ""Sydney"", ""Ms"")","capitalises key events, geographic names, titles","e.g. ""Easter"", ""Sydney"", ""Ms""",,,Yes,Yes,,,,,,,
Literacy,Writing,Punctuation,Level 5,,,LP9-W-PUNC-Level5-01,1,"uses quotation marks for simple dialogue (e.g. ""‘I can’t see it,’ he said."")",uses quotation marks for simple dialogue,"e.g. ""‘I can’t see it,’ he said.""",,,,Yes,Yes,,,,,,
Literacy,Writing,Punctuation,Level 5,,,LP9-W-PUNC-Level5-02,2,"uses apostrophes for plural possessives (e.g. ""planes' wings"")",uses apostrophes for plural possessives,"e.g. ""planes' wings""",,,,Yes,Yes,,,,,,
Literacy,Writing,Punctuation,Level 5,,,LP9-W-PUNC-Level5-03,3,follows conventions of use of capitals in headings,follows conventions of use of capitals in headings,,,,,Yes,Yes,,,,,,
Literacy,Writing,Punctuation,Level 6,,,LP9-W-PUNC-Level6-01,1,writes commas to separate clauses where appropriate,writes commas to separate clauses where appropriate,,,,,,,Yes,Yes,,,,
Literacy,Writing,Punctuation,Level 6,,,LP9-W-PUNC-Level6-02,2,"punctuates more complex dialogue correctly (e.g. ""'The team have made some interesting recommendations,’ she said, nodding. ‘But I do not want to act upon them before I have read the full report.’"")",punctuates more complex dialogue correctly,"e.g. ""'The team have made some interesting recommendations,’ she said, nodding. ‘But I do not want to act upon them before I have read the full report.’""",,,,,,Yes,Yes,,,,
Literacy,Writing,Punctuation,Level 7,,,LP9-W-PUNC-Level7-01,1,"uses complex punctuation conventions (e.g. colons, semicolons, brackets)",uses complex punctuation conventions,"e.g. colons, semicolons, brackets",,,,,,,Yes,Yes,,,
Literacy,Writing,Punctuation,Level 7,,,LP9-W-PUNC-Level7-02,2,uses punctuation conventions for quotations and referencing,uses punctuation conventions for quotations and referencing,,,,,,,,Yes,Yes,,,
Literacy,Writing,Punctuation,Level 8,,,LP9-W-PUNC-Level8-01,1,"uses punctuation to clarify meaning in complex sentences, drawing on their knowledge of sentence structure (e.g. commas before introductory words, phrases or clauses; semicolons; colons; and dashes) (see Grammar)","uses punctuation to clarify meaning in complex sentences, drawing on their knowledge of sentence structure (e.g. commas before introductory words, phrases or clauses; semicolons; colons; and dashes) (see Grammar)",,,,,,,,,,Yes,,
Literacy,Writing,Spelling,Level 1,,,LP9-W-SPELL-Level1-01,1,writes letters to represent words,writes letters to represent words,,Yes,,,,,,,,,,
Literacy,Writing,Spelling,Level 1,,,LP9-W-SPELL-Level1-02,2,spells own name,spells own name,,Yes,,,,,,,,,,
Literacy,Writing,Spelling,Level 2,,,LP9-W-SPELL-Level2-01,1,explains that words can be represented with letters,explains that words can be represented with letters,,Yes,,,,,,,,,,
Literacy,Writing,Spelling,Level 2,,,LP9-W-SPELL-Level2-02,2,experiments with writing letters and words,experiments with writing letters and words,,Yes,,,,,,,,,,
Literacy,Writing,Spelling,Level 3,,,LP9-W-SPELL-Level3-01,1,writes letters of the alphabet and says a common corresponding phoneme (sound),writes letters of the alphabet and says a common corresponding phoneme (sound),,Yes,,,,,,,,,,
Literacy,Writing,Spelling,Level 3,,,LP9-W-SPELL-Level3-02,2,writes letters to correspond to a given phoneme (sound),writes letters to correspond to a given phoneme (sound),,Yes,,,,,,,,,,
Literacy,Writing,Spelling,Level 4,,,LP9-W-SPELL-Level4-01,1,"writes letters to represent the dominant or first phonemes in words, when attempting to spell words (e.g. ""d"" for ""dog"")","writes letters to represent the dominant or first phonemes in words, when attempting to spell words","e.g. ""d"" for ""dog""",Yes,,,,,,,,,,
Literacy,Writing,Spelling,Level 4,,,LP9-W-SPELL-Level4-02,2,"writes some appropriate letters in sequence to represent words (e.g. ""bis"" for ""because"")",writes some appropriate letters in sequence to represent words,"e.g. ""bis"" for ""because""",Yes,,,,,,,,,,
Literacy,Writing,Spelling,Level 4,,,LP9-W-SPELL-Level4-03,3,"writes correctly some common one-syllable words with common phoneme/grapheme correspondences (e.g. ""am"")",writes correctly some common one-syllable words with common phoneme/grapheme correspondences,"e.g. ""am""",Yes,,,,,,,,,,
